Index,Affluenza,Anomalous
19,0,0
19,0.07607225,0
19,0.403247684,0
19,0.451889877,0
19,0.48096789,0
19,0.483465739,0
19,0.48491545,0
19,0.482837148,0
19,0.481129427,0
19,0.48114913,0
19,0.480880326,0
19,0.408448997,0
19,0.463184154,0
19,0.761906683,0
19,0.983759761,0
19,1,0
19,1,0
19,1,0
19,0.74171614,0
19,0.338656344,0
19,0.131018252,0
20,0.007547654,0
20,0.181256191,0
20,0.181173891,0
20,0.238513922,0
20,0.471271786,0
20,0.568287328,0
20,0.574897471,0
20,0.572684973,0
20,0.570025281,0
20,0.568498779,0
20,0.573802313,0
20,0.56932831,0
20,0.571913052,0
20,0.50299744,0
20,0.481191532,0
20,0.708639367,0
20,0.791610885,0
20,0.9996175,0
20,1,0
20,1,0
20,0.866077418,0
20,0.481822002,0
20,0,0
21,0.224178164,0
21,0.181246199,0
21,0.180214128,0
21,0.226727356,0
21,0.466060133,0
21,0.558539023,0
21,0.57248968,0
21,0.542271376,0
21,0.574435802,0
21,0.535310759,0
21,0.566931194,0
21,0.574962256,0
21,0.574962256,0
21,0.574962256,0
21,0.490965426,0
21,0.775890959,0
21,0.862443384,0
21,0.999848329,0
21,1,0
21,1,0
21,0.998159992,0
21,0.736165525,0
21,0.475525629,0
22,0,0
22,0.001960448,0
22,0,0
22,0.100641452,0
22,0.398682597,0
22,0.490448666,0
22,0.657124926,0
22,0.486534039,0
22,0.479828515,0
22,0.484569919,0
22,0.482761794,0
22,0.482739692,0
22,0.484769185,0
22,0.482866238,0
22,0.504528584,0
22,0.843855129,0
22,1,0
22,1,0
22,1,0
22,0.991079373,0
22,0.501838961,0
22,0.332681736,0
22,0.131505832,0
23,0.000588885,0
23,0.001538435,0
23,0,0
23,0.092645225,0
23,0.382163556,0
23,0.470030688,0
23,0.487703634,0
23,0.47086836,0
23,0.483660638,0
23,0.479849461,0
23,0.479587754,0
23,0.479485047,0
23,0.475483207,0
23,0.47211573,0
23,0.450757697,0
23,0.775123949,0
23,0.994625475,0
23,1,0
23,1,0
23,1,0
23,0.746282288,0
23,0.333613388,0
23,0.131221028,0
24,0.017007376,0
24,0.181176346,0
24,0.180339386,0
24,0.244400815,0
24,0.463805282,0
24,0.566485211,0
24,0.570799797,0
24,0.563450038,0
24,0.569532897,0
24,0.573672977,0
24,0.57153975,0
24,0.570313506,0
24,0.564756225,0
24,0.519410756,0
24,0.515490607,0
24,0.79137883,0
24,0.957080676,0
24,1,0
24,1,0
24,1,0
24,0.949376528,0
24,0.471930547,0
24,0,0
25,0.259814879,0
25,0.000859475,0
25,0,0
25,0.055599329,0
25,0.320578558,0
25,0.475890514,0
25,0.483922596,0
25,0.461800581,0
25,0.449919928,0
25,0.447340747,0
25,0.466929981,0
25,0.478542444,0
25,0.446336397,0
25,0.481497647,0
25,0.361100079,0
25,0.738048939,0
25,0.832195069,0
25,0.997684945,0
25,1,0
25,1,0
25,1,0
25,0.922060512,0
25,0.407623725,0
26,0.357868849,0
26,0.165800655,1
26,0.182777052,1
26,0.175446081,1
26,0.19253308,1
26,0,1
26,0.55156096,1
26,0.565628723,1
26,0.573038709,1
26,0.706397657,1
26,0.71870282,1
26,0.71870282,1
26,0.71870282,1
26,0.668364374,1
26,0.722959302,1
26,0.885421006,1
26,1,1
26,1,1
26,0.956821481,1
26,0.82747835,1
26,0.593696173,1
26,0.492415861,1
26,0.287481128,1
27,0.194778943,1
27,0.181084979,0
27,0.180890573,0
27,0.173631128,0
27,0,0
27,0.484771804,0
27,0.551399687,0
27,0.574210898,0
27,0.573416248,0
27,0.572905813,0
27,0.568977962,0
27,0.573782758,0
27,0.572287778,0
27,0.534634908,0
27,0.56583111,0
27,0.786805858,0
27,0.996013185,0
27,1,0
27,1,0
27,1,0
27,0.800037578,0
27,0.5134772,0
27,0,0
28,0.20027607,0
28,0.002211035,0
28,0,0
28,0.069387368,0
28,0.346903961,0
28,0.478494313,0
28,0.48254511,0
28,0.479381569,0
28,0.477871911,0
28,0.478678879,0
28,0.474441071,0
28,0.473982517,0
28,0.475567318,0
28,0.410310978,0
28,0.428031826,0
28,0.721804431,0
28,0.889246676,0
28,1,0
28,1,0
28,1,0
28,0.955892742,0
28,0.437608656,0
28,0.306877646,0
29,0.112110873,0
29,0.179313154,0
29,0.180719727,0
29,0.221914332,0
29,0.431215767,0
29,0.558638661,0
29,0.577320867,0
29,0.5617929,0
29,0.562920003,0
29,0.561849419,0
29,0.561716287,0
29,0.57109809,0
29,0.522924986,0
29,0.574954356,0
29,0.499825503,0
29,0.730294608,0
29,0.861860281,0
29,0.999467101,0
29,0.99998626,0
29,0.99998626,0
29,1,0
29,0.784615561,0
29,0.439874623,0
30,0,0
30,0.005326271,0
30,0.003014721,0
30,0.089021288,0
30,0.348491669,0
30,0.460264872,0
30,0.481188865,0
30,0.484375287,0
30,0.478008845,0
30,0.480529728,0
30,0.485278793,0
30,0.486809535,0
30,0.485642158,0
30,0.486949861,0
30,0.482536641,0
30,0.822188613,0
30,0.999903115,0
30,0.999903115,0
30,0.999903115,0
30,1,0
30,0.62734919,0
30,0.357039205,0
30,0.134713904,0
31,0,0
31,0.00105162,0
31,0,0
31,0.083931272,0
31,0.391314265,0
31,0.457236495,0
31,0.471376306,0
31,0.482321715,0
31,0.481536627,0
31,0.482349588,0
31,0.479034767,0
31,0.48299444,0
31,0.481127769,0
31,0.477481438,0
31,0.478482056,0
31,0.762226366,0
31,0.993326792,0
31,1,0
31,1,0
31,1,0
31,0.791440193,0
31,0.33296439,0
31,0.130487061,0
32,0.003335691,0
32,0.180570711,0
32,0.179935605,0
32,0.252580055,0
32,0.508018036,0
32,0.567424671,0
32,0.57587011,0
32,0.576991235,0
32,0.574343885,0
32,0.574052916,0
32,0.571447034,0
32,0.571748401,0
32,0.570606388,0
32,0.504484964,0
32,0.496644901,0
32,0.772682919,0
32,0.916696269,0
32,1,0
32,1,0
32,1,0
32,0.973529527,0
32,0.479648559,0
32,0,0
33,0.259583753,0
33,0.177144155,0
33,0.179484239,0
33,0.24544401,0
33,0.45544227,0
33,0.569192552,0
33,0.568120724,0
33,0.571335901,0
33,0.570263638,0
33,0.567653072,0
33,0.571464302,0
33,0.573643208,0
33,0.546096061,0
33,0.574962256,0
33,0.485013739,0
33,0.749542394,0
33,0.912715073,0
33,1,0
33,1,0
33,1,0
33,1,0
33,0.786099919,0
33,0.46786551,0
34,0,0
34,0.003906203,0
34,0,0
34,0.086988397,0
34,0.358540917,0
34,0.472406138,0
34,0.485932007,0
34,0.480974813,0
34,0.487774238,0
34,0.478256664,0
34,0.484961796,0
34,0.485313057,0
34,0.481537494,0
34,0.481390595,0
34,0.482785227,0
34,0.792625749,0
34,1,0
34,1,0
34,1,0
34,0.998979125,0
34,0.748022304,0
34,0.34034622,0
34,0.133281814,0
35,0.0029838,0
35,0.181223301,0
35,0.180979218,0
35,0.251789988,0
35,0.485422958,0
35,0.571430515,0
35,0.578408896,0
35,0.572322963,0
35,0.576038899,0
35,0.5764272,0
35,0.57780374,0
35,0.576714793,0
35,0.575020361,0
35,0.548013127,0
35,0.544619076,0
35,0.606449783,0
35,0.830386311,0
35,0.99951354,0
35,1,0
35,1,0
35,0.796067117,0
35,0.432682746,0
35,0,0
36,0.201996593,0
36,0.18116294,0
36,0.180435446,0
36,0.249367952,0
36,0.475628179,0
36,0.571436381,0
36,0.57432344,0
36,0.576498608,0
36,0.56821451,0
36,0.566531054,0
36,0.562369551,0
36,0.559250267,0
36,0.529639924,0
36,0.574962256,0
36,0.49353103,0
36,0.715313677,0
36,0.872210344,0
36,1,0
36,1,0
36,1,0
36,0.932973305,0
36,0.503495505,0
36,0,0
37,0.223440036,0
37,0.18061318,0
37,0.179828253,0
37,0.249571504,0
37,0.491407324,0
37,0.56801954,0
37,0.572519398,0
37,0.575538928,0
37,0.533644617,0
37,0.574505734,0
37,0.574962256,0
37,0.573120731,0
37,0.56605104,0
37,0.565858222,0
37,0.476612854,0
37,0.733713485,0
37,0.863201879,0
37,0.999067246,0
37,1,0
37,1,0
37,0.999468245,0
37,0.79817372,0
37,0.483415324,0
38,0,0
38,0.178329426,0
38,0.174958767,0
38,0.269537942,0
38,0.546264167,0
38,0.638859628,0
38,0.718743944,0
38,0.597614125,0
38,0.567735674,0
38,0.569504944,0
38,0.573553301,0
38,0.575771315,0
38,0.571976472,0
38,0.573022119,0
38,0.600562148,0
38,0.86244592,0
38,1,0
38,1,0
38,1,0
38,0.999999337,0
38,0.822112808,0
38,0.439961598,0
38,0,0
39,0.22335132,0
39,0.181543603,0
39,0.180582797,0
39,0.234759732,0
39,0.457104761,0
39,0.573534413,0
39,0.578233469,0
39,0.573431192,0
39,0.566678446,0
39,0.566259612,0
39,0.566456448,0
39,0.567403785,0
39,0.565303287,0
39,0.533459184,0
39,0.557426193,0
39,0.828151099,0
39,0.96111861,0
39,1,0
39,1,0
39,1,0
39,0.800679085,0
39,0.50900732,0
39,0,0
40,0.210860058,0
40,0.177418436,0
40,0.176461311,0
40,0.236185904,0
40,0.47088973,0
40,0.57221787,0
40,0.573694893,0
40,0.574725734,0
40,0.575083125,0
40,0.574244689,0
40,0.571842508,0
40,0.571612761,0
40,0.571773367,0
40,0.513822075,0
40,0.507247108,0
40,0.751031949,0
40,0.903428091,0
40,1,0
40,1,0
40,1,0
40,0.998981417,0
40,0.746840116,0
40,0.437678302,0
41,0,0
41,0.000998416,0
41,0,0
41,0.037221756,0
41,0.325738949,0
41,0.462160234,0
41,0.480599576,0
41,0.478349443,0
41,0.47214261,0
41,0.475681976,0
41,0.474745654,0
41,0.460250958,0
41,0.454272084,0
41,0.481750777,0
41,0.333530123,0
41,0.629488286,0
41,0.823060404,0
41,0.999996425,0
41,1,0
41,1,0
41,1,0
41,0.87615604,0
41,0.51718005,0
42,0.333265649,0
42,0.001699583,0
42,0,0
42,0.098222072,0
42,0.446442084,0
42,0.588935399,0
42,0.780185669,0
42,0.65665487,0
42,0.474302894,0
42,0.475366365,0
42,0.468839592,0
42,0.471029739,0
42,0.477772883,0
42,0.481119235,0
42,0.476344957,0
42,0.794713531,0
42,1,0
42,1,0
42,1,0
42,0.997820614,0
42,0.735624649,0
42,0.353503096,0
42,0.131859941,0
43,0.018456359,0
43,0.180652877,0
43,0.17961119,0
43,0.215513415,0
43,0.431221692,0
43,0.560331047,0
43,0.574086536,0
43,0.507162106,0
43,0.574962256,0
43,0.574962256,0
43,0.571643161,0
43,0.574962256,0
43,0.574962256,0
43,0.574962256,0
43,0.500492407,0
43,0.717676889,0
43,0.880719093,0
43,1,0
43,1,0
43,1,0
43,0.996997228,0
43,0.666589563,0
43,0.431221692,0
44,0,0
44,0.171057846,0
44,0.178883072,0
44,0.228245426,0
44,0.447469997,0
44,0.569277073,0
44,0.571385257,0
44,0.572321673,0
44,0.572864512,0
44,0.568588385,0
44,0.563735202,0
44,0.568212891,0
44,0.567523693,0
44,0.561875185,0
44,0.497240166,0
44,0.776711678,0
44,0.930952409,0
44,1,0
44,1,0
44,1,0
44,0.86532808,0
44,0.522349324,0
44,0,0
45,0.20695633,0
45,0.181131287,0
45,0.180363078,0
45,0.224169596,0
45,0.431206068,0
45,0.555274081,0
45,0.576059993,0
45,0.557568558,0
45,0.574941424,0
45,0.57432723,0
45,0.574941424,0
45,0.573179251,0
45,0.561471612,0
45,0,0
45,0.433543492,0
45,0.607524973,0
45,0.78143864,0
45,0.99819385,0
45,0.999963768,0
45,0.999963768,0
45,1,0
45,0.789001599,0
45,0.436901381,0
46,0,0
46,0.003183073,0
46,0,0
46,0.098580138,0
46,0.436002271,0
46,0.518943793,0
46,0.657678854,0
46,0.452074479,0
46,0.48168248,0
46,0.481772495,0
46,0.481350198,0
46,0.480048709,0
46,0.480884464,0
46,0.479440254,0
46,0.464645218,0
46,0.768173356,0
46,0.99367303,0
46,1,0
46,1,0
46,0.998703847,0
46,0.647882093,0
46,0.354303433,0
46,0.132908917,0
47,0.005611029,0
47,0.181011468,0
47,0.179826966,0
47,0.244039457,0
47,0.482960027,0
47,0.5872163,0
47,0.649781855,0
47,0.558758742,0
47,0.574726645,0
47,0.574722816,0
47,0.573184135,0
47,0.574254374,0
47,0.574318384,0
47,0.539050914,0
47,0.554640947,0
47,0.744024349,0
47,0.96965641,0
47,1,0
47,1,0
47,1,0
47,0.806809471,0
47,0.508203564,0
47,0,0
48,0.265187962,0
48,0.181384898,0
48,0.1802306,0
48,0.235524959,0
48,0.446671769,0
48,0.576192211,0
48,0.574962525,0
48,0.57197929,0
48,0.549172684,0
48,0.566882273,0
48,0.562589391,0
48,0.571407887,0
48,0.576081889,0
48,0.495826036,0
48,0.515585089,0
48,0.732573026,0
48,0.862443384,0
48,1,0
48,1,0
48,1,0
48,0.86104335,0
48,0.480793766,0
48,0,0
49,0.215664989,0
49,0.000823809,0
49,0,0
49,0.05545929,0
49,0.30600004,0
49,0.480688062,0
49,0.481082008,0
49,0.480051186,0
49,0.475410678,0
49,0.47416415,0
49,0.470704075,0
49,0.469633939,0
49,0.3968337,0
49,0.48138638,0
49,0.30600004,0
49,0.47635731,0
49,0.683899408,0
49,0.832159059,0
49,0.997347323,0
49,1,0
49,0.999981259,0
49,0.736667582,0
49,0.40742926,0
50,0.30600004,0
50,0.181076381,0
50,0.178892859,0
50,0.258379292,0
50,0.574821808,0
50,0.75447619,0
50,0.823240919,0
50,0.71942939,0
50,0.56226036,0
50,0.575276151,0
50,0.575336486,0
50,0.571320997,0
50,0.570518028,0
50,0.574373977,0
50,0.603973319,0
50,0.860116561,0
50,0.99995623,0
50,1,0
50,1,0
50,0.999994194,0
50,0.789250643,0
50,0.506639354,0
50,0,0
51,0.221958564,0
51,0.180604874,0
51,0.179409948,0
51,0.238444743,0
51,0.49174863,0
51,0.56705042,0
51,0.577120284,0
51,0.573088624,0
51,0.558282905,0
51,0.556687428,0
51,0.570305543,0
51,0.572132016,0
51,0.555963002,0
51,0.495686518,0
51,0.490423287,0
51,0.718208952,0
51,0.862443384,0
51,0.999712158,0
51,1,0
51,0.996204678,0
51,0.803727596,0
51,0.480077985,0
51,0,0
52,0.234830319,0
52,0.001841255,0
52,0,0
52,0.085513904,0
52,0.367845295,0
52,0.4756175,0
52,0.483501303,0
52,0.478132966,0
52,0.480883454,0
52,0.479600043,0
52,0.480458434,0
52,0.481773884,0
52,0.47735888,0
52,0.450374606,0
52,0.403568994,0
52,0.722027555,0
52,0.950909359,0
52,1,0
52,1,0
52,1,0
52,0.995413691,0
52,0.634035388,0
52,0.315349679,0
53,0.132319334,0
53,0.00024603,0
53,0,0
53,0.068456758,0
53,0.340581904,0
53,0.47930922,0
53,0.479940829,0
53,0.4808226,0
53,0.47156588,0
53,0.472451445,0
53,0.479069955,0
53,0.474562834,0
53,0.439932475,0
53,0.481909742,0
53,0.368757266,0
53,0.742597329,0
53,0.931383137,0
53,1,0
53,1,0
53,1,0
53,1,0
53,1,0
53,0.77126286,0
54,0.420326073,0
54,0.18133826,0
54,0.180411153,0
54,0.239416929,0
54,0.471235842,0
54,0.563482167,0
54,0.568945466,0
54,0.570591816,0
54,0.565824683,0
54,0.563244692,0
54,0.569095688,0
54,0.570539685,0
54,0.57347573,0
54,0.564780625,0
54,0.557477645,0
54,0.774663727,0
54,0.862475967,0
54,0.996586002,0
54,1,0
54,0.898095204,0
54,0.799386132,0
54,0.481338185,0
54,0,0
55,0.217920521,0
55,0.181349581,0
55,0.180420572,0
55,0.219600943,0
55,0,0
55,0.542794318,0
55,0.576924368,0
55,0.547839418,0
55,0.567222768,0
55,0.552411298,0
55,0.568553241,0
55,0.564728987,0
55,0.559625785,0
55,0.562233104,0
55,0.493220371,0
55,0.787097456,0
55,0.897222598,0
55,1,0
55,0.996860789,0
55,0.925642705,0
55,0.752669919,0
55,0.473866818,0
55,0.287481128,0
56,0.181830516,0
56,0.000566061,0
56,0,0
56,0.066626529,0
56,0.334571955,0
56,0.470162157,0
56,0.479107661,0
56,0.474294242,0
56,0.477922879,0
56,0.481544906,0
56,0.482577544,0
56,0.482479459,0
56,0.479581965,0
56,0.441622134,0
56,0.452151416,0
56,0.739659685,0
56,0.992575635,0
56,1,0
56,1,0
56,1,0
56,0.99845127,0
56,0.728180455,0
56,0.306110973,0
57,0.130752668,0
57,0.180945769,0
57,0.180422865,0
57,0.228300254,0
57,0.464348731,0
57,0.564198776,0
57,0.575163723,0
57,0.574549288,0
57,0.567782296,0
57,0.557605261,0
57,0.567631097,0
57,0.570537822,0
57,0.553341676,0
57,0.573874008,0
57,0.507136703,0
57,0.782599,0
57,0.94548391,0
57,1,0
57,1,0
57,1,0
57,1,0
57,0.810506252,0
57,0.478914578,0
58,0,0
58,0.002013872,0
58,0,0
58,0.102614702,0
58,0.484724401,0
58,0.657175337,0
58,0.740016978,0
58,0.469978292,0
58,0.480230463,0
58,0.483755687,0
58,0.480436052,0
58,0.480280336,0
58,0.477997547,0
58,0.48174877,0
58,0.540546257,0
58,0.829665078,0
58,0.999898814,0
58,1,0
58,1,0
58,0.999947327,0
58,0.714599712,0
58,0.38911998,0
58,0.131633521,0
59,0.024709433,0
59,0.000824645,0
59,0,0
59,0.092682868,0
59,0.491887468,0
59,0.67784993,0
59,0.656978004,0
59,0.453854781,0
59,0.480785052,0
59,0.482600293,0
59,0.480718286,0
59,0.482554731,0
59,0.481583415,0
59,0.469080607,0
59,0.503465522,0
59,0.830977068,0
59,0.99907171,0
59,1,0
59,1,0
59,1,0
59,0.772173667,0
59,0.430382954,0
59,0.481696562,0
60,0.13113368,0
60,0.001380727,0
60,0,0
60,0.083091559,0
60,0.347287317,0
60,0.473765695,0
60,0.482455771,0
60,0.48168182,0
60,0.473419064,0
60,0.472578811,0
60,0.470816018,0
60,0.475812277,0
60,0.478177573,0
60,0.453527469,0
60,0.381936931,0
60,0.664732987,0
60,0.83237816,0
60,0.993915298,0
60,1,0
60,1,0
60,0.908903761,0
60,0.670462747,0
60,0.306905992,0
61,0.131748602,0
61,0.179787861,0
61,0.179026244,0
61,0.226962566,0
61,0.442651728,0
61,0.562796265,0
61,0.57414996,0
61,0.500712626,0
61,0.574962256,0
61,0.573176324,0
61,0.574962256,0
61,0.574962256,0
61,0.574952451,0
61,0,0
61,0.465130931,0
61,0.620955282,0
61,0.804592083,0
61,0.999637033,0
61,1,0
61,1,0
61,1,0
61,0.790976832,0
61,0.49470118,0
62,0,0
62,0.001412559,0
62,0,0
62,0.138101529,0
62,0.569877741,0
62,0.657106931,0
62,0.657106931,0
62,0.657106931,0
62,0.589935715,0
62,0.474814317,0
62,0.475680666,0
62,0.480361411,0
62,0.474527242,0
62,0.48039074,0
62,0.492951455,0
62,0.812339893,0
62,1,0
62,1,0
62,1,0
62,0.995222617,0
62,0.738624044,0
62,0.385152853,0
62,0.131460251,0
63,0.02477007,0
63,0.001625603,0
63,0,0
63,0.101657006,0
63,0.411069505,0
63,0.530946793,0
63,0.654514192,0
63,0.462955486,0
63,0.47674188,0
63,0.479572598,0
63,0.482693377,0
63,0.485373745,0
63,0.481649251,0
63,0.388657993,0
63,0.425775729,0
63,0.740328961,0
63,0.977979988,0
63,1,0
63,1,0
63,1,0
63,0.966925132,0
63,0.406172162,0
63,0.307180575,0
64,0.132092578,0
64,0.000173618,0
64,0,0
64,0.079633929,0
64,0.348959403,0
64,0.474813145,0
64,0.478217586,0
64,0.481661017,0
64,0.475886468,0
64,0.473407636,0
64,0.479311202,0
64,0.480919571,0
64,0.482198724,0
64,0.401238841,0
64,0.451447364,0
64,0.707375926,0
64,0.961898694,0
64,1,0
64,1,0
64,1,0
64,0.999488592,0
64,0.629606958,0
64,0.396794334,0
65,0.130946427,0
65,0.000995143,0
65,0,0
65,0.070249101,0
65,0.371303854,0
65,0.466278274,0
65,0.482130232,0
65,0.478456324,0
65,0.479934911,0
65,0.474694236,0
65,0.479403213,0
65,0.441887887,0
65,0.481734191,0
65,0.481734191,0
65,0.348947486,0
65,0.696840359,0
65,0.870695761,0
65,1,0
65,1,0
65,1,0
